문의번호,접수일시,접수월,접수요일,접수시간대,지역,문의채널,문의유형,우선순위,처리상태,처리담당자,처리시간(분),고객만족도,SLA준수
INQ-20242200,2024-06-05 13:05,2024-06,수,13시,경북,카카오톡,반품/교환,보통,대기,최현우,,,미결
INQ-20242255,2024-06-05 15:43,2024-06,수,15시,전남,채팅,결제문의,낮음,처리완료,장현석,38.0,5.0,N
INQ-20241686,2024-06-05 19:32,2024-06,수,19시,경기,이메일,배송문의,보통,처리완료,한승호,19.0,3.0,Y
INQ-20244190,2024-06-05 22:31,2024-06,수,22시,경기,카카오톡,결제문의,높음,처리완료,정다은,11.0,4.0,Y
INQ-20240239,2024-06-06 00:55,2024-06,목,00시,경기,채팅,배송문의,보통,처리완료,장현석,13.0,4.0,Y
INQ-20241182,2024-06-06 02:07,2024-06,목,02시,경남,앱,결제문의,보통,처리완료,박소연,32.0,4.0,N
INQ-20243318,2024-06-06 07:19,2024-06,목,07시,경기,전화,계정문의,높음,대기,이재원,,,미결
INQ-20240167,2024-06-06 08:20,2024-06,목,08시,부산,채팅,배송문의,보통,처리완료,장현석,8.0,3.0,Y
INQ-20244469,2024-06-06 08:20,2024-06,목,08시,대구,전화,기타,높음,처리중,김민지,,,미결
INQ-20241160,2024-06-06 10:43,2024-06,목,10시,서울,이메일,상품문의,낮음,처리완료,한승호,8.0,3.0,Y
INQ-20243825,2024-06-06 11:53,2024-06,목,11시,서울,채팅,반품/교환,보통,대기,김민지,,,미결
INQ-20240649,2024-06-06 14:07,2024-06,목,14시,서울,앱,배송문의,보통,처리중,최현우,,,미결
INQ-20244368,2024-06-06 14:20,2024-06,목,14시,경남,전화,결제문의,보통,대기,박소연,,,미결
INQ-20242450,2024-06-06 14:57,2024-06,목,14시,충남,전화,기타,높음,처리완료,장현석,13.0,5.0,Y
INQ-20242103,2024-06-06 18:12,2024-06,목,18시,인천,전화,상품문의,낮음,처리완료,정다은,18.0,5.0,N
INQ-20243771,2024-06-06 18:47,2024-06,목,18시,전북,이메일,상품문의,높음,처리완료,이재원,11.0,4.0,Y
INQ-20244140,2024-06-06 19:24,2024-06,목,19시,경기,전화,계정문의,보통,처리중,장현석,,,미결
INQ-20242424,2024-06-06 19:55,2024-06,목,19시,서울,앱,상품문의,보통,처리완료,이재원,5.0,4.0,Y
INQ-20242062,2024-06-06 22:08,2024-06,목,22시,충북,채팅,계정문의,보통,처리완료,최현우,38.0,3.0,Y
INQ-20244000,2024-06-06 22:38,2024-06,목,22시,경기,전화,배송문의,낮음,처리완료,김민지,22.0,5.0,N
INQ-20243480,2024-06-06 23:44,2024-06,목,23시,인천,이메일,결제문의,높음,재문의,정다은,,,미결
INQ-20241098,2024-06-07 03:37,2024-06,금,03시,전남,채팅,서비스불만,보통,처리완료,김민지,21.0,2.0,Y
INQ-20243468,2024-06-07 03:57,2024-06,금,03시,대구,이메일,결제문의,높음,처리완료,이재원,9.0,2.0,Y
INQ-20244675,2024-06-07 09:45,2024-06,금,09시,경남,카카오톡,배송문의,낮음,처리완료,최현우,2.0,5.0,Y
INQ-20244275,2024-06-07 12:00,2024-06,금,12시,강원,채팅,배송문의,낮음,처리완료,이재원,11.0,2.0,Y
INQ-20243735,2024-06-07 13:08,2024-06,금,13시,전북,카카오톡,결제문의,보통,재문의,한승호,,,미결
INQ-20243337,2024-06-07 13:34,2024-06,금,13시,대구,이메일,반품/교환,높음,처리완료,김민지,63.0,4.0,N
INQ-20243656,2024-06-07 18:13,2024-06,금,18시,인천,채팅,계정문의,보통,처리중,한승호,,,미결
INQ-20243078,2024-06-07 19:38,2024-06,금,19시,전북,앱,상품문의,보통,처리완료,정다은,8.0,5.0,Y
INQ-20242501,2024-06-07 20:07,2024-06,금,20시,충남,채팅,결제문의,높음,처리완료,박소연,30.0,5.0,Y
INQ-20244562,2024-06-07 22:04,2024-06,금,22시,경기,전화,반품/교환,낮음,대기,최현우,,,미결
INQ-20241233,2024-06-07 23:27,2024-06,금,23시,경기,채팅,배송문의,보통,대기,정다은,,,미결
INQ-20243148,2024-06-08 01:35,2024-06,토,01시,전북,카카오톡,결제문의,낮음,처리완료,최현우,25.0,4.0,Y
INQ-20243139,2024-06-08 03:10,2024-06,토,03시,경기,전화,반품/교환,보통,처리완료,한승호,43.0,3.0,Y
INQ-20242040,2024-06-08 05:11,2024-06,토,05시,전남,전화,배송문의,보통,처리완료,이재원,1.0,4.0,Y
INQ-20242463,2024-06-08 05:47,2024-06,토,05시,서울,전화,상품문의,낮음,처리완료,정다은,9.0,4.0,Y
INQ-20240461,2024-06-08 06:28,2024-06,토,06시,서울,이메일,상품문의,보통,처리중,이재원,,,미결
INQ-20240272,2024-06-08 10:01,2024-06,토,10시,부산,채팅,상품문의,낮음,처리완료,장현석,15.0,5.0,Y
INQ-20243476,2024-06-08 10:01,2024-06,토,10시,경북,전화,서비스불만,낮음,처리완료,윤지아,26.0,3.0,Y
INQ-20244895,2024-06-08 10:08,2024-06,토,10시,전남,채팅,상품문의,보통,처리완료,정다은,9.0,3.0,Y
INQ-20243417,2024-06-08 10:34,2024-06,토,10시,제주,채팅,결제문의,낮음,처리완료,윤지아,27.0,4.0,Y
INQ-20242549,2024-06-08 12:01,2024-06,토,12시,서울,앱,상품문의,낮음,처리완료,정다은,14.0,4.0,Y
INQ-20244570,2024-06-08 14:24,2024-06,토,14시,강원,채팅,계정문의,높음,처리완료,장현석,25.0,5.0,Y
INQ-20242786,2024-06-08 16:09,2024-06,토,16시,경기,카카오톡,반품/교환,높음,처리중,이재원,,,미결
INQ-20244724,2024-06-08 16:51,2024-06,토,16시,서울,채팅,결제문의,낮음,처리중,박소연,,,미결
INQ-20244398,2024-06-08 19:20,2024-06,토,19시,전북,전화,결제문의,낮음,대기,한승호,,,미결
INQ-20242867,2024-06-08 20:01,2024-06,토,20시,서울,채팅,배송문의,높음,처리완료,장현석,8.0,3.0,Y
INQ-20244620,2024-06-08 21:05,2024-06,토,21시,경남,채팅,배송문의,낮음,재문의,장현석,,,미결
INQ-20242780,2024-06-08 21:24,2024-06,토,21시,부산,전화,반품/교환,높음,처리완료,최현우,47.0,4.0,Y
INQ-20244208,2024-06-08 22:19,2024-06,토,22시,서울,이메일,배송문의,보통,처리완료,이재원,6.0,4.0,Y
INQ-20240800,2024-06-09 01:07,2024-06,일,01시,경북,이메일,결제문의,높음,처리완료,이재원,23.0,4.0,Y
INQ-20243848,2024-06-09 09:34,2024-06,일,09시,경기,채팅,배송문의,높음,처리완료,최현우,25.0,5.0,N
INQ-20243116,2024-06-09 09:59,2024-06,일,09시,울산,전화,서비스불만,보통,처리완료,윤지아,33.0,2.0,Y
INQ-20243559,2024-06-09 10:59,2024-06,일,10시,부산,카카오톡,계정문의,낮음,처리완료,장현석,31.0,3.0,Y
INQ-20240540,2024-06-09 11:25,2024-06,일,11시,경기,전화,반품/교환,보통,처리중,박소연,,,미결
INQ-20243274,2024-06-09 12:56,2024-06,일,12시,광주,채팅,결제문의,보통,처리완료,박소연,23.0,4.0,Y
INQ-20243166,2024-06-09 16:55,2024-06,일,16시,경남,전화,결제문의,낮음,처리완료,최현우,6.0,4.0,Y
INQ-20243961,2024-06-09 17:01,2024-06,일,17시,대구,이메일,상품문의,낮음,재문의,한승호,,,미결
INQ-20243385,2024-06-09 18:48,2024-06,일,18시,대전,전화,계정문의,높음,재문의,한승호,,,미결
INQ-20243971,2024-06-09 19:29,2024-06,일,19시,충남,전화,상품문의,낮음,처리중,한승호,,,미결
INQ-20241234,2024-06-09 19:39,2024-06,일,19시,경기,전화,배송문의,보통,처리완료,최현우,9.0,3.0,Y
INQ-20240838,2024-06-09 20:09,2024-06,일,20시,경북,이메일,배송문의,보통,처리완료,최현우,15.0,3.0,Y
INQ-20241930,2024-06-09 21:25,2024-06,일,21시,서울,채팅,결제문의,보통,처리완료,최현우,28.0,5.0,Y
INQ-20240351,2024-06-09 23:01,2024-06,일,23시,인천,전화,배송문의,높음,처리완료,장현석,31.0,5.0,N
INQ-20240071,2024-06-09 23:11,2024-06,일,23시,경남,이메일,배송문의,보통,처리완료,윤지아,13.0,4.0,Y
INQ-20242048,2024-06-09 23:39,2024-06,일,23시,경기,이메일,배송문의,보통,처리중,윤지아,,,미결
INQ-20244707,2024-06-09 23:50,2024-06,일,23시,경북,채팅,서비스불만,낮음,처리완료,한승호,54.0,4.0,Y
INQ-20241240,2024-06-10 00:56,2024-06,월,00시,서울,전화,배송문의,낮음,처리완료,윤지아,24.0,4.0,N
INQ-20243222,2024-06-10 01:33,2024-06,월,01시,경북,채팅,배송문의,높음,재문의,한승호,,,미결
INQ-20240663,2024-06-10 03:42,2024-06,월,03시,경기,전화,상품문의,낮음,재문의,이재원,,,미결
INQ-20240287,2024-06-10 08:00,2024-06,월,08시,대구,이메일,배송문의,보통,처리완료,박소연,11.0,4.0,Y
INQ-20243958,2024-06-10 08:06,2024-06,월,08시,서울,전화,반품/교환,높음,처리완료,최현우,42.0,3.0,Y
INQ-20243946,2024-06-10 09:14,2024-06,월,09시,경남,전화,계정문의,보통,처리중,장현석,,,미결
INQ-20240298,2024-06-10 12:02,2024-06,월,12시,경기,채팅,배송문의,보통,처리완료,윤지아,19.0,5.0,Y
INQ-20242645,2024-06-10 14:56,2024-06,월,14시,경기,전화,계정문의,높음,처리완료,김민지,20.0,4.0,Y
INQ-20244943,2024-06-10 17:02,2024-06,월,17시,경기,채팅,배송문의,보통,처리완료,이재원,12.0,5.0,Y
INQ-20240581,2024-06-10 20:42,2024-06,월,20시,대구,이메일,결제문의,낮음,처리중,윤지아,,,미결
INQ-20241157,2024-06-11 03:12,2024-06,화,03시,전남,전화,배송문의,보통,대기,정다은,,,미결
INQ-20242912,2024-06-11 04:06,2024-06,화,04시,부산,이메일,배송문의,낮음,처리완료,박소연,20.0,4.0,Y
INQ-20241189,2024-06-11 04:40,2024-06,화,04시,인천,이메일,배송문의,높음,대기,정다은,,,미결
INQ-20241509,2024-06-11 05:09,2024-06,화,05시,경기,앱,결제문의,낮음,처리완료,최현우,27.0,3.0,Y
INQ-20242193,2024-06-11 05:27,2024-06,화,05시,인천,전화,결제문의,높음,처리중,이재원,,,미결
INQ-20241485,2024-06-11 08:27,2024-06,화,08시,울산,채팅,반품/교환,보통,처리완료,이재원,33.0,4.0,Y
INQ-20242721,2024-06-11 08:30,2024-06,화,08시,전남,채팅,배송문의,보통,처리완료,김민지,17.0,5.0,Y
INQ-20244216,2024-06-11 08:43,2024-06,화,08시,울산,이메일,상품문의,높음,처리완료,최현우,1.0,4.0,Y
INQ-20244260,2024-06-11 11:24,2024-06,화,11시,경북,카카오톡,결제문의,높음,처리완료,윤지아,11.0,4.0,Y
INQ-20243273,2024-06-11 12:27,2024-06,화,12시,서울,이메일,결제문의,낮음,처리완료,김민지,4.0,2.0,Y
INQ-20243745,2024-06-11 15:04,2024-06,화,15시,서울,이메일,결제문의,낮음,대기,장현석,,,미결
INQ-20242559,2024-06-11 15:06,2024-06,화,15시,서울,카카오톡,결제문의,보통,처리완료,박소연,27.0,2.0,Y
INQ-20242916,2024-06-11 17:00,2024-06,화,17시,서울,채팅,배송문의,높음,대기,윤지아,,,미결
INQ-20241764,2024-06-11 17:45,2024-06,화,17시,서울,전화,배송문의,낮음,처리완료,이재원,3.0,4.0,Y
INQ-20244610,2024-06-11 21:48,2024-06,화,21시,경기,채팅,결제문의,높음,처리중,장현석,,,미결
INQ-20241838,2024-06-12 00:01,2024-06,수,00시,경북,채팅,반품/교환,보통,처리중,박소연,,,미결
INQ-20243103,2024-06-12 00:07,2024-06,수,00시,경기,전화,결제문의,보통,대기,최현우,,,미결
INQ-20244255,2024-06-12 01:37,2024-06,수,01시,인천,이메일,반품/교환,낮음,처리완료,박소연,13.0,5.0,Y
INQ-20242554,2024-06-12 02:00,2024-06,수,02시,서울,채팅,계정문의,보통,처리완료,한승호,35.0,5.0,Y
INQ-20242635,2024-06-12 03:13,2024-06,수,03시,경남,채팅,상품문의,높음,처리완료,장현석,3.0,3.0,Y
INQ-20243353,2024-06-12 07:29,2024-06,수,07시,부산,채팅,상품문의,보통,처리완료,장현석,10.0,3.0,Y
INQ-20242626,2024-06-12 08:17,2024-06,수,08시,부산,전화,배송문의,보통,처리중,이재원,,,미결
INQ-20241730,2024-06-12 11:03,2024-06,수,11시,대구,이메일,결제문의,보통,처리완료,장현석,3.0,3.0,Y
INQ-20240497,2024-06-12 11:25,2024-06,수,11시,경기,앱,상품문의,보통,처리완료,이재원,13.0,3.0,Y
INQ-20244909,2024-06-12 12:54,2024-06,수,12시,경남,채팅,반품/교환,높음,처리완료,정다은,13.0,4.0,Y
INQ-20244630,2024-06-12 13:56,2024-06,수,13시,광주,채팅,배송문의,보통,처리완료,윤지아,16.0,4.0,Y
INQ-20240948,2024-06-12 15:42,2024-06,수,15시,경기,채팅,상품문의,보통,재문의,이재원,,,미결
INQ-20240223,2024-06-12 15:54,2024-06,수,15시,경기,전화,배송문의,낮음,처리완료,김민지,12.0,3.0,Y
INQ-20242461,2024-06-12 15:57,2024-06,수,15시,경기,전화,배송문의,높음,처리완료,이재원,24.0,4.0,N
INQ-20244107,2024-06-12 16:09,2024-06,수,16시,서울,채팅,서비스불만,높음,처리중,한승호,,,미결
INQ-20241250,2024-06-12 17:08,2024-06,수,17시,충북,전화,반품/교환,보통,처리완료,최현우,42.0,4.0,Y
INQ-20240480,2024-06-12 17:17,2024-06,수,17시,서울,채팅,배송문의,보통,처리중,박소연,,,미결
INQ-20242784,2024-06-12 18:28,2024-06,수,18시,경기,앱,상품문의,낮음,처리중,정다은,,,미결
INQ-20242604,2024-06-12 19:32,2024-06,수,19시,서울,채팅,배송문의,높음,처리중,박소연,,,미결
INQ-20242679,2024-06-12 20:08,2024-06,수,20시,대구,전화,반품/교환,보통,처리완료,윤지아,8.0,3.0,Y
INQ-20240920,2024-06-12 20:11,2024-06,수,20시,충남,전화,배송문의,보통,처리완료,최현우,21.0,4.0,N
INQ-20241034,2024-06-12 21:15,2024-06,수,21시,서울,전화,서비스불만,보통,처리완료,윤지아,48.0,2.0,Y
INQ-20241462,2024-06-12 21:50,2024-06,수,21시,전북,채팅,기타,보통,처리완료,이재원,18.0,4.0,Y
INQ-20243209,2024-06-12 22:15,2024-06,수,22시,부산,전화,배송문의,보통,처리중,한승호,,,미결
INQ-20241704,2024-06-12 22:45,2024-06,수,22시,경기,이메일,배송문의,낮음,처리중,한승호,,,미결
INQ-20242747,2024-06-12 23:01,2024-06,수,23시,경남,카카오톡,반품/교환,보통,처리완료,정다은,60.0,5.0,Y
INQ-20240023,2024-06-12 23:52,2024-06,수,23시,서울,전화,배송문의,보통,처리완료,김민지,26.0,4.0,N
INQ-20241912,2024-06-13 00:17,2024-06,목,00시,광주,채팅,배송문의,낮음,처리완료,윤지아,15.0,3.0,Y
INQ-20240102,2024-06-13 01:49,2024-06,목,01시,경북,채팅,서비스불만,높음,처리중,박소연,,,미결
INQ-20241589,2024-06-13 02:05,2024-06,목,02시,인천,전화,반품/교환,보통,처리완료,장현석,44.0,4.0,Y
INQ-20241772,2024-06-13 09:16,2024-06,목,09시,서울,전화,배송문의,보통,처리중,장현석,,,미결
INQ-20240290,2024-06-13 11:10,2024-06,목,11시,강원,전화,상품문의,낮음,처리중,윤지아,,,미결
INQ-20240822,2024-06-13 12:48,2024-06,목,12시,서울,전화,서비스불만,보통,처리완료,김민지,44.0,3.0,Y
INQ-20243007,2024-06-13 13:46,2024-06,목,13시,경기,전화,배송문의,높음,재문의,장현석,,,미결
INQ-20242507,2024-06-13 13:55,2024-06,목,13시,부산,전화,반품/교환,보통,처리완료,김민지,32.0,5.0,Y
INQ-20242586,2024-06-13 14:30,2024-06,목,14시,대전,채팅,반품/교환,보통,처리완료,정다은,22.0,5.0,Y
INQ-20240258,2024-06-13 16:53,2024-06,목,16시,대전,채팅,배송문의,보통,처리완료,이재원,13.0,5.0,Y
INQ-20243290,2024-06-13 17:16,2024-06,목,17시,서울,이메일,반품/교환,높음,처리완료,김민지,49.0,3.0,Y
INQ-20244863,2024-06-13 18:13,2024-06,목,18시,서울,카카오톡,계정문의,낮음,대기,박소연,,,미결
INQ-20244200,2024-06-13 18:35,2024-06,목,18시,경기,전화,배송문의,보통,처리중,정다은,,,미결
INQ-20241724,2024-06-13 19:42,2024-06,목,19시,전북,이메일,계정문의,보통,처리완료,김민지,27.0,4.0,Y
INQ-20242114,2024-06-13 19:54,2024-06,목,19시,경남,전화,결제문의,높음,처리완료,박소연,16.0,3.0,Y
INQ-20243586,2024-06-13 21:24,2024-06,목,21시,인천,채팅,반품/교환,보통,처리완료,이재원,23.0,4.0,Y
INQ-20244960,2024-06-14 02:31,2024-06,금,02시,경기,카카오톡,배송문의,높음,처리중,김민지,,,미결
INQ-20240688,2024-06-14 03:24,2024-06,금,03시,경기,전화,상품문의,보통,처리완료,윤지아,10.0,5.0,Y
INQ-20243690,2024-06-14 11:03,2024-06,금,11시,경기,이메일,계정문의,보통,대기,윤지아,,,미결
INQ-20243152,2024-06-14 12:04,2024-06,금,12시,서울,전화,반품/교환,낮음,처리완료,한승호,5.0,5.0,Y
INQ-20243143,2024-06-14 12:59,2024-06,금,12시,서울,앱,계정문의,높음,대기,장현석,,,미결
INQ-20244886,2024-06-14 13:14,2024-06,금,13시,경기,채팅,배송문의,보통,처리완료,이재원,9.0,5.0,Y
INQ-20241432,2024-06-14 18:18,2024-06,금,18시,제주,이메일,상품문의,보통,처리중,김민지,,,미결
INQ-20240441,2024-06-15 01:04,2024-06,토,01시,인천,채팅,계정문의,보통,처리중,장현석,,,미결
INQ-20240248,2024-06-15 01:36,2024-06,토,01시,서울,채팅,결제문의,보통,처리완료,윤지아,28.0,4.0,Y
INQ-20244084,2024-06-15 01:49,2024-06,토,01시,부산,카카오톡,배송문의,낮음,처리완료,한승호,11.0,3.0,Y
INQ-20240050,2024-06-15 02:31,2024-06,토,02시,강원,전화,상품문의,보통,처리완료,이재원,11.0,4.0,Y
INQ-20241816,2024-06-15 04:37,2024-06,토,04시,경기,전화,결제문의,보통,처리완료,정다은,7.0,4.0,Y
INQ-20241070,2024-06-15 05:04,2024-06,토,05시,대전,전화,배송문의,보통,처리완료,최현우,10.0,4.0,Y
INQ-20244812,2024-06-15 07:06,2024-06,토,07시,서울,채팅,배송문의,보통,처리완료,김민지,15.0,5.0,Y
INQ-20240007,2024-06-15 07:48,2024-06,토,07시,경기,채팅,기타,낮음,대기,윤지아,,,미결
INQ-20241618,2024-06-15 08:09,2024-06,토,08시,경기,전화,배송문의,보통,처리완료,정다은,2.0,3.0,Y
INQ-20244094,2024-06-15 14:12,2024-06,토,14시,경기,전화,상품문의,높음,처리완료,박소연,8.0,4.0,Y
INQ-20241623,2024-06-15 16:04,2024-06,토,16시,부산,채팅,반품/교환,보통,처리완료,한승호,44.0,3.0,Y
INQ-20240156,2024-06-15 18:12,2024-06,토,18시,경기,이메일,계정문의,보통,처리완료,한승호,25.0,5.0,Y
INQ-20244940,2024-06-15 18:30,2024-06,토,18시,경남,이메일,배송문의,보통,처리완료,김민지,15.0,5.0,Y
INQ-20242890,2024-06-15 19:31,2024-06,토,19시,경기,전화,결제문의,보통,처리완료,정다은,24.0,4.0,Y
INQ-20242453,2024-06-15 20:44,2024-06,토,20시,부산,전화,서비스불만,높음,처리완료,정다은,49.0,5.0,Y
INQ-20243177,2024-06-15 21:42,2024-06,토,21시,경기,채팅,반품/교환,낮음,처리중,이재원,,,미결
INQ-20243888,2024-06-15 23:46,2024-06,토,23시,경남,채팅,배송문의,높음,처리중,최현우,,,미결
INQ-20240105,2024-06-16 01:44,2024-06,일,01시,인천,앱,계정문의,낮음,처리완료,정다은,34.0,3.0,Y
INQ-20243441,2024-06-16 05:43,2024-06,일,05시,부산,카카오톡,결제문의,낮음,처리완료,정다은,9.0,4.0,Y
INQ-20244965,2024-06-16 07:45,2024-06,일,07시,서울,채팅,계정문의,보통,처리완료,박소연,22.0,5.0,Y
INQ-20243547,2024-06-16 08:45,2024-06,일,08시,충남,이메일,반품/교환,보통,처리완료,정다은,44.0,4.0,Y
INQ-20244209,2024-06-16 10:32,2024-06,일,10시,서울,채팅,계정문의,보통,처리중,김민지,,,미결
INQ-20243714,2024-06-16 11:14,2024-06,일,11시,대전,전화,반품/교환,높음,처리중,장현석,,,미결
INQ-20242353,2024-06-16 12:07,2024-06,일,12시,부산,카카오톡,배송문의,낮음,대기,이재원,,,미결
INQ-20243515,2024-06-16 12:23,2024-06,일,12시,경기,카카오톡,배송문의,보통,처리중,최현우,,,미결
INQ-20242352,2024-06-16 12:34,2024-06,일,12시,경기,전화,결제문의,보통,처리중,최현우,,,미결
INQ-20242211,2024-06-16 13:05,2024-06,일,13시,경북,채팅,계정문의,보통,처리완료,이재원,24.0,4.0,Y
INQ-20240810,2024-06-16 15:20,2024-06,일,15시,전남,전화,계정문의,낮음,처리완료,장현석,26.0,3.0,Y
INQ-20244040,2024-06-16 16:30,2024-06,일,16시,경기,카카오톡,상품문의,보통,처리중,장현석,,,미결
INQ-20243749,2024-06-16 16:47,2024-06,일,16시,전남,전화,반품/교환,낮음,처리중,김민지,,,미결
INQ-20241860,2024-06-16 17:13,2024-06,일,17시,서울,채팅,계정문의,보통,처리완료,정다은,32.0,4.0,Y
INQ-20244896,2024-06-16 18:32,2024-06,일,18시,충남,채팅,기타,낮음,처리완료,김민지,17.0,4.0,Y
INQ-20240591,2024-06-16 19:19,2024-06,일,19시,경기,카카오톡,반품/교환,보통,처리완료,정다은,15.0,5.0,Y
INQ-20243809,2024-06-16 20:35,2024-06,일,20시,충북,이메일,배송문의,보통,처리완료,장현석,16.0,4.0,Y
INQ-20241569,2024-06-16 21:49,2024-06,일,21시,경기,전화,배송문의,보통,처리완료,한승호,17.0,4.0,Y
INQ-20243811,2024-06-16 23:11,2024-06,일,23시,전남,전화,반품/교환,높음,처리완료,최현우,16.0,4.0,Y
INQ-20241052,2024-06-17 01:19,2024-06,월,01시,경북,이메일,배송문의,낮음,처리완료,한승호,14.0,5.0,Y
INQ-20243049,2024-06-17 03:31,2024-06,월,03시,경기,채팅,결제문의,보통,처리완료,이재원,16.0,4.0,Y
INQ-20243688,2024-06-17 04:59,2024-06,월,04시,경기,카카오톡,계정문의,보통,처리중,이재원,,,미결
INQ-20242882,2024-06-17 05:07,2024-06,월,05시,서울,전화,계정문의,낮음,처리중,이재원,,,미결
INQ-20243528,2024-06-17 05:11,2024-06,월,05시,경기,채팅,반품/교환,보통,처리완료,박소연,17.0,4.0,Y
INQ-20244541,2024-06-17 05:32,2024-06,월,05시,서울,전화,배송문의,보통,처리완료,박소연,11.0,4.0,Y
INQ-20241439,2024-06-17 05:54,2024-06,월,05시,서울,전화,결제문의,보통,처리완료,박소연,20.0,5.0,Y
INQ-20240090,2024-06-17 05:56,2024-06,월,05시,서울,전화,배송문의,보통,처리완료,박소연,12.0,3.0,Y
INQ-20242423,2024-06-17 07:01,2024-06,월,07시,강원,채팅,계정문의,낮음,처리완료,정다은,20.0,4.0,Y
INQ-20243820,2024-06-17 07:16,2024-06,월,07시,경기,전화,결제문의,낮음,처리완료,윤지아,29.0,5.0,Y
INQ-20243380,2024-06-17 07:44,2024-06,월,07시,대구,전화,서비스불만,보통,처리완료,박소연,86.0,2.0,N
INQ-20244523,2024-06-17 09:47,2024-06,월,09시,경기,채팅,배송문의,보통,처리완료,이재원,8.0,4.0,Y
INQ-20242460,2024-06-17 10:40,2024-06,월,10시,대구,카카오톡,반품/교환,보통,처리완료,이재원,38.0,4.0,Y
INQ-20244158,2024-06-17 11:41,2024-06,월,11시,서울,앱,계정문의,낮음,처리완료,박소연,8.0,5.0,Y
INQ-20240686,2024-06-17 12:28,2024-06,월,12시,서울,채팅,배송문의,높음,처리완료,장현석,17.0,5.0,Y
INQ-20242004,2024-06-17 13:03,2024-06,월,13시,전남,카카오톡,계정문의,보통,처리완료,김민지,30.0,4.0,Y
INQ-20243135,2024-06-17 13:27,2024-06,월,13시,광주,전화,서비스불만,낮음,처리완료,윤지아,51.0,4.0,Y
INQ-20244351,2024-06-17 16:55,2024-06,월,16시,서울,이메일,배송문의,보통,처리완료,이재원,16.0,5.0,Y
INQ-20244007,2024-06-17 17:42,2024-06,월,17시,인천,채팅,결제문의,보통,대기,박소연,,,미결
INQ-20240068,2024-06-17 18:35,2024-06,월,18시,인천,이메일,배송문의,보통,처리완료,한승호,1.0,5.0,Y
INQ-20244671,2024-06-17 21:07,2024-06,월,21시,울산,이메일,서비스불만,보통,재문의,박소연,,,미결
INQ-20240397,2024-06-17 22:16,2024-06,월,22시,인천,카카오톡,결제문의,보통,처리중,이재원,,,미결
INQ-20241411,2024-06-17 23:21,2024-06,월,23시,경남,앱,계정문의,보통,처리중,박소연,,,미결
INQ-20241241,2024-06-18 02:39,2024-06,화,02시,서울,채팅,반품/교환,보통,처리완료,장현석,31.0,3.0,Y
INQ-20244161,2024-06-18 03:11,2024-06,화,03시,전남,이메일,상품문의,낮음,대기,한승호,,,미결
INQ-20242660,2024-06-18 03:18,2024-06,화,03시,경기,이메일,반품/교환,높음,처리완료,박소연,14.0,4.0,Y
INQ-20242075,2024-06-18 04:00,2024-06,화,04시,경기,채팅,배송문의,낮음,처리완료,이재원,24.0,4.0,N
INQ-20243147,2024-06-18 05:47,2024-06,화,05시,서울,카카오톡,반품/교환,낮음,대기,김민지,,,미결
INQ-20242995,2024-06-18 09:43,2024-06,화,09시,대구,전화,서비스불만,보통,재문의,이재원,,,미결
INQ-20244736,2024-06-18 10:16,2024-06,화,10시,경북,채팅,반품/교환,높음,처리중,윤지아,,,미결
INQ-20241935,2024-06-18 10:39,2024-06,화,10시,전북,전화,배송문의,보통,처리중,윤지아,,,미결
INQ-20240261,2024-06-18 11:20,2024-06,화,11시,경기,이메일,상품문의,낮음,재문의,박소연,,,미결
INQ-20244577,2024-06-18 11:50,2024-06,화,11시,인천,이메일,서비스불만,보통,처리중,한승호,,,미결
INQ-20240828,2024-06-18 13:13,2024-06,화,13시,부산,카카오톡,결제문의,보통,처리완료,한승호,22.0,2.0,Y
INQ-20241109,2024-06-18 14:55,2024-06,화,14시,경기,이메일,상품문의,높음,처리완료,이재원,9.0,3.0,Y
INQ-20244861,2024-06-18 16:33,2024-06,화,16시,대구,전화,상품문의,보통,처리중,최현우,,,미결
INQ-20244440,2024-06-18 17:43,2024-06,화,17시,경기,전화,상품문의,높음,처리완료,윤지아,5.0,4.0,Y
INQ-20244682,2024-06-18 23:54,2024-06,화,23시,대구,이메일,계정문의,높음,대기,박소연,,,미결
INQ-20240148,2024-06-19 00:56,2024-06,수,00시,제주,전화,배송문의,높음,대기,박소연,,,미결
INQ-20242293,2024-06-19 03:22,2024-06,수,03시,인천,채팅,반품/교환,보통,처리완료,김민지,25.0,4.0,Y
INQ-20244010,2024-06-19 04:00,2024-06,수,04시,경기,채팅,반품/교환,보통,처리완료,김민지,33.0,4.0,Y
INQ-20243731,2024-06-19 04:04,2024-06,수,04시,경기,카카오톡,결제문의,보통,처리완료,최현우,13.0,5.0,Y
INQ-20242951,2024-06-19 07:37,2024-06,수,07시,전남,이메일,반품/교환,높음,대기,윤지아,,,미결
INQ-20243100,2024-06-19 07:37,2024-06,수,07시,서울,카카오톡,계정문의,보통,대기,장현석,,,미결
INQ-20240101,2024-06-19 08:22,2024-06,수,08시,경기,카카오톡,상품문의,보통,처리완료,최현우,9.0,3.0,Y
INQ-20243150,2024-06-19 10:04,2024-06,수,10시,서울,전화,반품/교환,보통,처리완료,김민지,9.0,4.0,Y
INQ-20240766,2024-06-19 12:31,2024-06,수,12시,서울,이메일,상품문의,높음,처리완료,윤지아,9.0,4.0,Y
